timestamp,value,metric
2025-06-03 07:01:27,0.008,max(server_latency)
2025-06-03 07:01:28,0.062,max(server_latency)
2025-06-03 07:01:29,0.005,max(server_latency)
2025-06-03 07:01:30,0.007,max(server_latency)
2025-06-03 07:01:31,0.006,max(server_latency)
2025-06-03 07:01:32,0.023,max(server_latency)
2025-06-03 07:01:33,0.007,max(server_latency)
2025-06-03 07:01:34,0.005,max(server_latency)
2025-06-03 07:01:35,0.005,max(server_latency)
2025-06-03 07:01:36,0.004,max(server_latency)
2025-06-03 07:01:37,0.012,max(server_latency)
2025-06-03 07:01:38,0.005,max(server_latency)
2025-06-03 07:01:39,0.005,max(server_latency)
2025-06-03 07:01:40,0.003,max(server_latency)
2025-06-03 07:01:41,0.004,max(server_latency)
2025-06-03 07:01:42,0.006,max(server_latency)
2025-06-03 07:01:43,0.006,max(server_latency)
2025-06-03 07:01:44,0.005,max(server_latency)
2025-06-03 07:01:45,0.004,max(server_latency)
2025-06-03 07:01:46,0.003,max(server_latency)
2025-06-03 07:01:47,0.003,max(server_latency)
2025-06-03 07:01:48,0.003,max(server_latency)
2025-06-03 07:01:49,0.004,max(server_latency)
2025-06-03 07:01:50,0.004,max(server_latency)
2025-06-03 07:01:51,0.007,max(server_latency)
2025-06-03 07:01:52,0.003,max(server_latency)
2025-06-03 07:01:53,0.004,max(server_latency)
2025-06-03 07:01:54,0.004,max(server_latency)
2025-06-03 07:01:55,0.003,max(server_latency)
2025-06-03 07:01:56,0.004,max(server_latency)
2025-06-03 07:01:57,0.004,max(server_latency)
2025-06-03 07:01:58,0.004,max(server_latency)
2025-06-03 07:01:59,0.004,max(server_latency)
2025-06-03 07:02:00,0.004,max(server_latency)
2025-06-03 07:02:01,0.004,max(server_latency)
2025-06-03 07:02:02,0.007,max(server_latency)
2025-06-03 07:02:03,0.169,max(server_latency)
2025-06-03 07:02:04,0.004,max(server_latency)
2025-06-03 07:02:05,0.004,max(server_latency)
2025-06-03 07:02:06,0.004,max(server_latency)
2025-06-03 07:02:07,0.003,max(server_latency)
2025-06-03 07:02:08,0.003,max(server_latency)
2025-06-03 07:02:09,0.163,max(server_latency)
2025-06-03 07:02:10,0.031,max(server_latency)
2025-06-03 07:02:11,0.106,max(server_latency)
2025-06-03 07:02:12,0.034,max(server_latency)
2025-06-03 07:02:13,0.039,max(server_latency)
2025-06-03 07:02:14,0.041,max(server_latency)
2025-06-03 07:02:15,0.008,max(server_latency)
2025-06-03 07:02:16,0.084,max(server_latency)
2025-06-03 07:02:17,0.022,max(server_latency)
2025-06-03 07:02:18,0.069,max(server_latency)
2025-06-03 07:02:19,0.031,max(server_latency)
2025-06-03 07:02:20,0.013,max(server_latency)
2025-06-03 07:02:21,0.014,max(server_latency)
2025-06-03 07:02:22,0.02,max(server_latency)
2025-06-03 07:02:23,0.02,max(server_latency)
2025-06-03 07:02:24,0.009,max(server_latency)
2025-06-03 07:02:25,0.018,max(server_latency)
2025-06-03 07:02:26,0.051,max(server_latency)
2025-06-03 07:02:27,0.037,max(server_latency)
2025-06-03 07:02:28,0.052,max(server_latency)
2025-06-03 07:02:29,0.066,max(server_latency)
2025-06-03 07:02:30,0.015,max(server_latency)
2025-06-03 07:02:31,0.016,max(server_latency)
2025-06-03 07:02:32,0.027,max(server_latency)
2025-06-03 07:02:33,0.032,max(server_latency)
2025-06-03 07:02:34,0.057,max(server_latency)
2025-06-03 07:02:35,0.038,max(server_latency)
2025-06-03 07:02:36,0.015,max(server_latency)
2025-06-03 07:02:37,0.029,max(server_latency)
2025-06-03 07:02:38,0.031,max(server_latency)
2025-06-03 07:02:39,0.028,max(server_latency)
2025-06-03 07:02:40,0.032,max(server_latency)
2025-06-03 07:02:41,0.026,max(server_latency)
2025-06-03 07:02:42,0.009,max(server_latency)
2025-06-03 07:02:43,0.072,max(server_latency)
2025-06-03 07:02:44,0.014,max(server_latency)
2025-06-03 07:02:45,0.038,max(server_latency)
2025-06-03 07:02:46,0.019,max(server_latency)
2025-06-03 07:02:47,0.048,max(server_latency)
2025-06-03 07:02:48,0.028,max(server_latency)
2025-06-03 07:02:49,0.042,max(server_latency)
2025-06-03 07:02:50,0.005,max(server_latency)
2025-06-03 07:02:51,0.028,max(server_latency)
2025-06-03 07:02:52,0.045,max(server_latency)
2025-06-03 07:02:53,0.045,max(server_latency)
2025-06-03 07:02:54,0.151,max(server_latency)
2025-06-03 07:02:55,0.15,max(server_latency)
2025-06-03 07:02:56,0.038,max(server_latency)
2025-06-03 07:02:57,0.036,max(server_latency)
2025-06-03 07:02:58,0.021,max(server_latency)
2025-06-03 07:02:59,0.027,max(server_latency)
2025-06-03 07:03:00,0.031,max(server_latency)
2025-06-03 07:03:01,0.033,max(server_latency)
