timestamp,value,metric,chunk_owner
2025-06-03 06:34:02,5.0,sum by(chunk_owner) (mc_player_location),
2025-06-03 06:34:03,10.0,sum by(chunk_owner) (mc_player_location),
2025-06-03 06:34:04,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-03 06:34:46,2.0,sum by(chunk_owner) (mc_player_location),
2025-06-03 06:34:47,2.0,sum by(chunk_owner) (mc_player_location),
2025-06-03 06:35:31,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-03 06:36:14,2.0,sum by(chunk_owner) (mc_player_location),
2025-06-03 06:36:15,2.0,sum by(chunk_owner) (mc_player_location),
2025-06-03 06:47:31,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-03 06:34:48,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:34:49,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:34:50,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:34:51,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:34:52,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:34:53,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:34:54,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:34:55,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:34:56,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:34:57,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:34:58,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:34:59,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:00,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:01,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:02,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:03,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:04,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:05,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:06,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:07,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:08,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:09,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:10,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:11,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:12,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:13,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:14,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:15,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:16,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:17,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:18,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:19,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:20,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:21,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:22,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:23,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:24,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:25,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:26,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:27,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:28,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:29,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:30,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:31,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:32,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:33,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:34,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:35,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:36,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:37,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:38,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:39,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:40,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:41,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:42,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:43,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:44,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:45,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:46,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:47,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:48,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:49,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:50,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:51,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:52,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:53,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:54,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:55,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:56,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:57,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:58,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
2025-06-03 06:35:59,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-6zhpt
