timestamp,value,metric
2025-05-22 08:51:06,0.02,min(server_latency)
2025-05-22 08:51:07,0.006,min(server_latency)
2025-05-22 08:51:08,0.005,min(server_latency)
2025-05-22 08:51:09,0.005,min(server_latency)
2025-05-22 08:51:10,0.005,min(server_latency)
2025-05-22 08:51:11,0.005,min(server_latency)
2025-05-22 08:51:12,0.005,min(server_latency)
2025-05-22 08:51:13,0.004,min(server_latency)
2025-05-22 08:51:14,0.006,min(server_latency)
2025-05-22 08:51:15,0.005,min(server_latency)
2025-05-22 08:51:16,0.004,min(server_latency)
2025-05-22 08:51:17,0.005,min(server_latency)
2025-05-22 08:51:18,0.004,min(server_latency)
2025-05-22 08:51:19,0.004,min(server_latency)
2025-05-22 08:51:20,0.005,min(server_latency)
2025-05-22 08:51:21,0.005,min(server_latency)
2025-05-22 08:51:22,0.004,min(server_latency)
2025-05-22 08:51:23,0.004,min(server_latency)
2025-05-22 08:51:24,0.006,min(server_latency)
2025-05-22 08:51:25,0.002,min(server_latency)
2025-05-22 08:51:26,0.003,min(server_latency)
2025-05-22 08:51:27,0.004,min(server_latency)
2025-05-22 08:51:28,0.002,min(server_latency)
2025-05-22 08:51:29,0.002,min(server_latency)
2025-05-22 08:51:30,0.003,min(server_latency)
2025-05-22 08:51:31,0.003,min(server_latency)
2025-05-22 08:51:32,0.004,min(server_latency)
2025-05-22 08:51:33,0.007,min(server_latency)
2025-05-22 08:51:34,0.004,min(server_latency)
2025-05-22 08:51:35,0.005,min(server_latency)
2025-05-22 08:51:36,0.002,min(server_latency)
2025-05-22 08:51:37,0.002,min(server_latency)
2025-05-22 08:51:38,0.003,min(server_latency)
2025-05-22 08:51:39,0.004,min(server_latency)
2025-05-22 08:51:40,0.002,min(server_latency)
2025-05-22 08:51:41,0.003,min(server_latency)
2025-05-22 08:51:42,0.004,min(server_latency)
2025-05-22 08:51:43,0.005,min(server_latency)
2025-05-22 08:51:44,0.004,min(server_latency)
2025-05-22 08:51:45,0.004,min(server_latency)
2025-05-22 08:51:46,0.007,min(server_latency)
2025-05-22 08:51:47,0.004,min(server_latency)
2025-05-22 08:51:48,0.004,min(server_latency)
2025-05-22 08:51:49,0.002,min(server_latency)
2025-05-22 08:51:50,0.005,min(server_latency)
2025-05-22 08:51:51,0.003,min(server_latency)
2025-05-22 08:51:52,0.004,min(server_latency)
2025-05-22 08:51:53,0.003,min(server_latency)
2025-05-22 08:51:54,0.002,min(server_latency)
2025-05-22 08:51:55,0.002,min(server_latency)
2025-05-22 08:51:56,0.003,min(server_latency)
2025-05-22 08:51:57,0.006,min(server_latency)
2025-05-22 08:51:58,0.006,min(server_latency)
2025-05-22 08:51:59,0.003,min(server_latency)
2025-05-22 08:52:00,0.003,min(server_latency)
2025-05-22 08:52:01,0.004,min(server_latency)
2025-05-22 08:52:02,0.003,min(server_latency)
2025-05-22 08:52:03,0.004,min(server_latency)
2025-05-22 08:52:04,0.005,min(server_latency)
2025-05-22 08:52:05,0.002,min(server_latency)
2025-05-22 08:52:06,0.002,min(server_latency)
2025-05-22 08:52:07,0.004,min(server_latency)
2025-05-22 08:52:08,0.002,min(server_latency)
2025-05-22 08:52:09,0.003,min(server_latency)
2025-05-22 08:52:10,0.003,min(server_latency)
2025-05-22 08:52:11,0.004,min(server_latency)
2025-05-22 08:52:12,0.002,min(server_latency)
2025-05-22 08:52:13,0.003,min(server_latency)
2025-05-22 08:52:14,0.004,min(server_latency)
2025-05-22 08:52:15,0.005,min(server_latency)
2025-05-22 08:52:16,0.004,min(server_latency)
2025-05-22 08:52:17,0.005,min(server_latency)
2025-05-22 08:52:18,0.002,min(server_latency)
2025-05-22 08:52:19,0.004,min(server_latency)
2025-05-22 08:52:20,0.004,min(server_latency)
2025-05-22 08:52:21,0.004,min(server_latency)
2025-05-22 08:52:22,0.005,min(server_latency)
2025-05-22 08:52:23,0.005,min(server_latency)
2025-05-22 08:52:24,0.003,min(server_latency)
2025-05-22 08:52:25,0.003,min(server_latency)
2025-05-22 08:52:26,0.003,min(server_latency)
2025-05-22 08:52:27,0.004,min(server_latency)
2025-05-22 08:52:28,0.004,min(server_latency)
2025-05-22 08:52:29,0.004,min(server_latency)
2025-05-22 08:52:30,0.004,min(server_latency)
2025-05-22 08:52:31,0.002,min(server_latency)
2025-05-22 08:52:32,0.003,min(server_latency)
2025-05-22 08:52:33,0.003,min(server_latency)
2025-05-22 08:52:34,0.003,min(server_latency)
2025-05-22 08:52:35,0.003,min(server_latency)
