timestamp,value,metric,chunk_owner
2025-06-06 06:20:13,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-06 06:20:16,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-06 06:20:19,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-06 06:20:21,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-06 06:20:22,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-06 06:20:25,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-06 06:20:26,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-06 06:20:28,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-06 06:20:30,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-06 06:22:10,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-06 06:22:12,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-06 06:23:35,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-06 06:24:33,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-06 06:24:39,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-06 06:25:02,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-06 06:25:13,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-06 06:25:36,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-06 06:29:25,1.0,sum by(chunk_owner) (mc_player_location),
2025-06-06 06:20:23,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:24,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:25,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:26,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:27,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:28,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:29,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:30,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:31,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:51,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:52,1.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:53,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:54,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:55,2.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:56,4.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:57,4.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:58,4.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:20:59,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:21:00,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:21:01,3.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:21:02,4.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:21:03,5.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:21:04,5.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:21:05,5.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:21:06,5.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:21:07,6.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:21:08,5.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:21:09,5.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:21:10,5.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
2025-06-06 06:21:11,5.0,sum by(chunk_owner) (mc_player_location),multipaper-server-5d4c584f66-4pxl7
